target_entity,neighbor_rank,neighbor_entity,cosine_similarity
http://example.org/qg#character_alice_harmon_b24c50,1,http://example.org/qg#character_margaret_neil_832045,0.8635269403457642
http://example.org/qg#character_alice_harmon_b24c50,2,http://example.org/qg#character_matt_4526aa,0.850712776184082
http://example.org/qg#character_alice_harmon_b24c50,3,http://example.org/qg#character_mcdonnell_434a93,0.8486884832382202
http://example.org/qg#character_alice_harmon_b24c50,4,http://example.org/qg#character_duhamel_b0ac5f,0.8455051779747009
http://example.org/qg#character_alice_harmon_b24c50,5,http://example.org/qg#character_georgi_58c4ac,0.8454399704933167
http://example.org/qg#character_alice_harmon_b24c50,6,http://example.org/qg#character_june_386f6d,0.8450031280517578
http://example.org/qg#character_alice_harmon_b24c50,7,http://example.org/qg#character_fergussen_32a0a2,0.8412250280380249
http://example.org/qg#character_alice_harmon_b24c50,8,http://example.org/qg#character_friedman_e2439e,0.83990478515625
http://example.org/qg#character_alice_harmon_b24c50,9,http://example.org/qg#character_manfredi_47d3c2,0.8359955549240112
http://example.org/qg#character_alice_harmon_b24c50,10,http://example.org/qg#character_e_shapkin_38c8cc,0.834027111530304
http://example.org/qg#character_annabeth_kelly_23185e,1,http://example.org/qg#character_w_b_yeats_71c5a1,0.8542022705078125
http://example.org/qg#character_annabeth_kelly_23185e,2,http://example.org/qg#character_diana_lanni_19020b,0.831710696220398
http://example.org/qg#character_annabeth_kelly_23185e,3,http://example.org/qg#character_malovicz_1f2d7a,0.8299418091773987
http://example.org/qg#character_annabeth_kelly_23185e,4,http://example.org/qg#character_shirley_munson_6f92a1,0.8289923071861267
http://example.org/qg#character_annabeth_kelly_23185e,5,http://example.org/qg#character_charles_levy_7f7647,0.8263775110244751
http://example.org/qg#character_annabeth_kelly_23185e,6,http://example.org/qg#character_friedman_e2439e,0.8243229389190674
http://example.org/qg#character_annabeth_kelly_23185e,7,http://example.org/qg#character_ivanchuk_12e88e,0.8219738006591797
http://example.org/qg#character_annabeth_kelly_23185e,8,http://example.org/qg#character_girev_2c3631,0.8217298984527588
http://example.org/qg#character_annabeth_kelly_23185e,9,http://example.org/qg#character_june_386f6d,0.8197789192199707
http://example.org/qg#character_annabeth_kelly_23185e,10,http://example.org/qg#character_mcdonnell_434a93,0.8175138831138611
http://example.org/qg#character_beth_harmon_0c125c,1,http://example.org/qg#real_person_walter_tevis_2a7a70,0.5950950980186462
http://example.org/qg#character_beth_harmon_0c125c,2,http://example.org/qg#real_person_millie_brady_72ac4a,0.5905101895332336
http://example.org/qg#character_beth_harmon_0c125c,3,http://example.org/qg#real_person_hou_yifan_0754e0,0.5784485340118408
